atcoder_abc387_b, 0.99
atcoder_abc387_f, 0.0
atcoder_abc387_a, 1.0
atcoder_abc387_c, 0.0
atcoder_abc388_d, 0.0
atcoder_abc388_b, 1.0
atcoder_abc388_g, 0.0
atcoder_abc388_c, 0.09
atcoder_abc388_a, 0.3
atcoder_abc388_f, 0.0
atcoder_abc388_e, 0.05
atcoder_abc389_d, 0.0
atcoder_abc389_b, 0.96
atcoder_abc389_a, 1.0
atcoder_abc389_g, 0.0
atcoder_abc389_f, 0.84
atcoder_abc389_e, 0.0
atcoder_abc390_e, 0.0
atcoder_abc390_g, 0.0
atcoder_abc390_a, 0.49
atcoder_abc390_b, 0.89
atcoder_abc390_d, 0.0
atcoder_abc390_f, 0.0
atcoder_abc390_c, 0.93
atcoder_abc391_d, 0.0
atcoder_abc391_f, 0.24
atcoder_abc391_a, 0.0
atcoder_abc391_e, 0.0
atcoder_abc391_g, 0.0
atcoder_abc391_b, 1.0
atcoder_abc392_a, 1.0
atcoder_abc392_g, 0.0
atcoder_abc392_b, 1.0
atcoder_abc392_d, 0.0
atcoder_abc392_f, 0.0
atcoder_abc392_c, 0.7
atcoder_abc393_a, 1.0
atcoder_abc393_f, 0.0
atcoder_abc393_e, 0.12
atcoder_abc393_d, 0.36
atcoder_abc393_b, 0.98
atcoder_abc394_c, 0.0
atcoder_abc394_b, 1.0
atcoder_abc394_f, 0.0
atcoder_abc394_a, 1.0
atcoder_abc394_g, 0.0
atcoder_abc394_d, 0.99
atcoder_abc394_e, 0.0
atcoder_abc395_c, 1.0
atcoder_abc395_f, 0.0
atcoder_abc395_b, 0.83
atcoder_abc395_a, 0.0
atcoder_abc395_e, 0.36
atcoder_abc396_g, 0.01
atcoder_abc396_c, 0.01
atcoder_abc396_f, 0.0
atcoder_abc396_b, 0.93
atcoder_abc396_e, 0.0
atcoder_abc396_d, 0.59
atcoder_abc396_a, 1.0
atcoder_abc397_d, 0.0
atcoder_abc397_f, 0.13
atcoder_abc397_c, 0.94
atcoder_abc397_g, 0.0
atcoder_abc397_e, 0.0
atcoder_abc397_a, 1.0
atcoder_abc397_b, 0.0
atcoder_abc398_f, 0.0
atcoder_abc398_b, 0.2
atcoder_abc398_d, 0.0
atcoder_abc398_a, 0.89
atcoder_abc398_c, 1.0
atcoder_abc398_g, 0.0
atcoder_abc399_e, 0.0
atcoder_abc399_d, 0.0
atcoder_abc399_a, 1.0
atcoder_abc399_c, 0.92
atcoder_abc399_f, 1.0
atcoder_abc399_b, 1.0
atcoder_abc400_c, 0.0
atcoder_abc400_d, 0.14
atcoder_abc400_a, 1.0
atcoder_abc400_b, 0.89
atcoder_abc400_e, 0.0
atcoder_abc400_g, 0.0
atcoder_arc190_c, 0.0
atcoder_arc190_a, 0.0
atcoder_arc190_d, 0.0
atcoder_arc191_d, 0.0
atcoder_arc191_c, 0.0
atcoder_arc191_a, 0.0
atcoder_arc192_e, 0.0
atcoder_arc192_b, 0.0
atcoder_arc192_d, 0.0
atcoder_arc192_a, 0.0
atcoder_arc193_b, 0.0
atcoder_arc193_a, 0.13
atcoder_arc193_d, 0.0
atcoder_arc194_c, 0.0
atcoder_arc194_b, 0.01
atcoder_arc194_e, 0.06
atcoder_arc194_a, 0.0
atcoder_arc194_d, 0.0
atcoder_arc195_e, 0.0
atcoder_arc195_b, 0.0
atcoder_arc195_c, 0.0
atcoder_arc195_d, 0.0
atcoder_arc195_a, 0.31
atcoder_arc196_b, 0.0
atcoder_arc196_c, 0.0
atcoder_arc196_a, 0.0
atcoder_arc196_d, 0.0
leetcode_3708, 0.09
leetcode_3677, 0.04
leetcode_3720, 0.05
leetcode_3674, 0.0
leetcode_3731, 0.99
leetcode_3714, 0.0
leetcode_3737, 0.0
leetcode_3725, 0.0
leetcode_3704, 0.99
leetcode_3721, 0.0
leetcode_3751, 0.0
leetcode_3753, 0.64
leetcode_3754, 0.0
leetcode_3697, 0.0
leetcode_3748, 0.66
leetcode_3760, 0.0
leetcode_3696, 0.0
leetcode_3762, 0.0
leetcode_3709, 1.0
leetcode_3779, 0.0
leetcode_3771, 0.0
leetcode_3733, 0.0
leetcode_3768, 1.0
leetcode_3764, 0.95
leetcode_3781, 0.0
leetcode_3705, 0.93
leetcode_3786, 0.03
leetcode_3722, 0.0
leetcode_3770, 0.0
leetcode_3759, 0.0
leetcode_3791, 0.0
leetcode_3789, 0.0
leetcode_3788, 0.02
leetcode_3750, 0.99
leetcode_3795, 0.0
leetcode_3801, 0.0
leetcode_3817, 1.0
leetcode_3809, 0.99
leetcode_3794, 0.0
leetcode_3744, 0.0
leetcode_3793, 0.62
leetcode_3717, 0.0
leetcode_3773, 0.85
leetcode_3777, 0.0
leetcode_3747, 1.0
leetcode_3687, 0.0
leetcode_3739, 0.01
leetcode_3736, 1.0
leetcode_3743, 0.01
leetcode_3701, 0.0
leetcode_3723, 1.0
leetcode_3763, 0.0
leetcode_3692, 0.0
leetcode_3778, 1.0
leetcode_3785, 0.3
leetcode_3776, 0.0
leetcode_3783, 0.0
leetcode_3799, 1.0
leetcode_3784, 0.0
leetcode_3811, 0.99
leetcode_3805, 0.0
leetcode_3765, 0.0
leetcode_3832, 0.73
